latitude,longtitude,depth,temperature,time
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.51,4,1.64208E+12
,,4.51,4,1.64208E+12
,,4.53,4,1.64208E+12
59.21835667,10.91708167,4.53,,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.59,4,1.64208E+12
,,4.59,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.59,4,1.64208E+12
,,4.58,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.56,4,1.64208E+12
59.21835333,10.91707667,4.56,,1.64208E+12
,,4.55,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.56,4,1.64208E+12
59.21834833,10.91707833,4.56,,1.64208E+12
,,4.56,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.55,4,1.64208E+12
